tile_id,year,area_ha
118946_1563825,2019,63460.48941176457
118946_1563825,2020,63270.56129411751
118946_1563825,2021,63055.39058823517
118946_1563825,2022,63097.08211764693
118946_1563825,2023,62786.88117647047
118946_1563825,2024,62870.74709803907
118946_1588825,2019,54700.18262745085
118946_1588825,2020,55371.77407843124
118946_1588825,2021,53513.468705882224
118946_1588825,2022,53518.59835294104
118946_1588825,2023,53573.52737254889
118946_1588825,2024,53362.84396078418
118946_1613825,2019,62582.76611764692
118946_1613825,2020,63404.162431372366
118946_1613825,2021,62580.362862744936
118946_1613825,2022,62573.59509803904
118946_1613825,2023,61622.16925490182
118946_1613825,2024,62294.76964705869
118946_1638825,2019,63548.42560784301
118946_1638825,2020,64272.86086274496
118946_1638825,2021,63621.01482352927
118946_1638825,2022,63997.17525490183
118946_1638825,2023,62262.14886274498
118946_1638825,2024,64078.86972549004
118946_988825,2019,4699.802588235295
118946_988825,2020,3403.176352941177
118946_988825,2021,2959.5605098039223
118946_988825,2022,3241.7285882352944
118946_988825,2023,3676.6481568627455
118946_988825,2024,2619.188196078432
143946_1013825,2019,3430.4149019607844
143946_1013825,2020,2691.741882352941
143946_1013825,2021,2629.0638823529416
143946_1013825,2022,2723.5700784313726
143946_1013825,2023,2852.9868627450987
143946_1013825,2024,2117.795647058824
143946_1038825,2019,4094.111568627452
143946_1038825,2020,3133.498666666667
143946_1038825,2021,3222.575764705882
143946_1038825,2022,2563.623843137256
143946_1038825,2023,3500.3269803921567
143946_1038825,2024,2466.7270196078434
143946_1063825,2019,92.64360784313725
143946_1063825,2020,12.37
143946_1063825,2021,72.37403921568628
143946_1063825,2022,76.17156862745098
143946_1063825,2023,29.04219607843137
143946_1063825,2024,13.62
143946_1088825,2019,15.72
143946_1088825,2020,2.19
143946_1088825,2021,14.82
143946_1088825,2022,3.9911764705882353
143946_1088825,2023,8.790000000000001
143946_1088825,2024,4.65
143946_1113825,2019,505.0065490196079
143946_1113825,2020,30.74
143946_1113825,2021,100.13588235294117
143946_1113825,2022,155.52
143946_1113825,2023,30.08
143946_1113825,2024,8.65
143946_1138825,2019,100.3141176470588
143946_1138825,2020,7.61
143946_1138825,2021,14.77756862745098
143946_1138825,2022,13.02
143946_1138825,2023,7.17
143946_1138825,2024,3.35
143946_1163825,2019,4869.262705882353
143946_1163825,2020,2909.085843137256
143946_1163825,2021,3139.737529411765
143946_1163825,2022,1005.7068627450986
143946_1163825,2023,2559.727215686275
143946_1163825,2024,1841.862431372549
143946_1188825,2019,5242.890784313726
143946_1188825,2020,4904.631137254903
143946_1188825,2021,5549.716156862746
143946_1188825,2022,4196.423137254902
143946_1188825,2023,4740.695137254902
143946_1188825,2024,4034.8009803921577
143946_1213825,2019,87.41
143946_1213825,2020,16.204980392156862
143946_1213825,2021,34.57
143946_1213825,2022,9.38
143946_1213825,2023,29.23
143946_1213825,2024,4.5200000000000005
143946_1238825,2019,163.1478823529412
143946_1238825,2020,4.109176470588236
143946_1238825,2021,107.0872549019608
143946_1238825,2022,12.508705882352942
143946_1238825,2023,46.04466666666666
143946_1238825,2024,14.276117647058824
143946_1263825,2019,1536.2261568627453
143946_1263825,2020,552.1765882352942
143946_1263825,2021,1189.6069019607844
143946_1263825,2022,678.5963529411764
143946_1263825,2023,1111.1967450980394
143946_1263825,2024,711.0529803921569
143946_1288825,2019,119.69011764705884
143946_1288825,2020,16.832470588235296
143946_1288825,2021,145.03337254901965
143946_1288825,2022,226.9681176470588
143946_1288825,2023,161.65811764705882
143946_1288825,2024,35.96121568627451
143946_1313825,2019,537.6027058823529
143946_1313825,2020,129.51141176470588
143946_1313825,2021,576.7686274509805
143946_1313825,2022,1458.9289411764703
143946_1313825,2023,1964.0549019607845
143946_1313825,2024,216.8009803921568
143946_1338825,2019,3222.131882352942
143946_1338825,2020,429.38211764705886
143946_1338825,2021,2340.6040784313727
143946_1338825,2022,4554.408039215687
143946_1338825,2023,6706.523921568629
143946_1338825,2024,1401.8325490196078
143946_1363825,2019,5544.829215686276
143946_1363825,2020,776.7432156862745
143946_1363825,2021,3122.4821568627453
143946_1363825,2022,4929.128196078432
143946_1363825,2023,7939.172588235296
143946_1363825,2024,1789.1204705882355
143946_1388825,2019,7230.969999999999
143946_1388825,2020,605.9344705882353
143946_1388825,2021,2967.1940000000004
143946_1388825,2022,4400.359411764706
143946_1388825,2023,8859.862274509804
143946_1388825,2024,1810.106078431373
143946_1413825,2019,8492.844039215686
143946_1413825,2020,1789.8388235294117
143946_1413825,2021,5172.641176470589
143946_1413825,2022,3656.78137254902
143946_1413825,2023,6829.6989411764725
143946_1413825,2024,2342.610784313725
143946_1438825,2019,10792.287725490196
143946_1438825,2020,5024.317411764707
143946_1438825,2021,9705.327803921571
143946_1438825,2022,12529.15631372549
143946_1438825,2023,14177.769764705885
143946_1438825,2024,11389.040000000005
143946_1463825,2019,25606.37521568628
143946_1463825,2020,13124.217647058824
143946_1463825,2021,24365.24866666666
143946_1463825,2022,28010.883254901964
143946_1463825,2023,33061.37807843133
143946_1463825,2024,30212.36976470584
143946_1488825,2019,36221.005999999885
143946_1488825,2020,33096.57066666655
143946_1488825,2021,36287.74705882343
143946_1488825,2022,35783.589882352826
143946_1488825,2023,42506.9979607842
143946_1488825,2024,41564.50125490184
143946_1513825,2019,48029.36247058811
143946_1513825,2020,53146.093960784194
143946_1513825,2021,50072.87211764696
143946_1513825,2022,48735.11090196066
143946_1513825,2023,52997.56972549007
143946_1513825,2024,52119.70615686262
143946_1538825,2019,52016.49172549007
143946_1538825,2020,52596.41117647047
143946_1538825,2021,51968.11980392144
143946_1538825,2022,52111.55364705871
143946_1538825,2023,53032.95356862733
143946_1538825,2024,53439.01341176459
143946_1563825,2019,61151.48164705869
143946_1563825,2020,62203.385372548895
143946_1563825,2021,61488.83698039204
143946_1563825,2022,60977.06274509792
143946_1563825,2023,60131.94337254891
143946_1563825,2024,60076.87984313713
143946_1588825,2019,24988.013529411768
143946_1588825,2020,25198.47541176471
143946_1588825,2021,23153.185450980392
143946_1588825,2022,22681.618901960785
143946_1588825,2023,23158.873098039217
143946_1588825,2024,22339.03752941176
143946_1613825,2019,47039.56250980381
143946_1613825,2020,49175.71129411754
143946_1613825,2021,48285.444235294
143946_1613825,2022,48949.12909803909
143946_1613825,2023,48491.75811764695
143946_1613825,2024,47727.19741176458
143946_1638825,2019,47907.65905882344
143946_1638825,2020,52018.09666666655
143946_1638825,2021,48879.31250980381
143946_1638825,2022,48709.061960784216
143946_1638825,2023,46632.42839215678
143946_1638825,2024,47276.0776862744
143946_988825,2019,3580.6529411764704
143946_988825,2020,3218.7448627450985
143946_988825,2021,3223.0827058823534
143946_988825,2022,3081.066431372549
143946_988825,2023,3109.7145882352947
143946_988825,2024,2877.0657254901967
168946_1013825,2019,4821.666705882354
168946_1013825,2020,879.6855294117647
168946_1013825,2021,4098.925411764707
168946_1013825,2022,3377.6581568627457
168946_1013825,2023,1770.8048627450985
168946_1013825,2024,2303.619333333334
168946_1038825,2019,2993.4129019607835
168946_1038825,2020,1464.255960784314
168946_1038825,2021,3796.25243137255
168946_1038825,2022,3035.6514509803924
168946_1038825,2023,1931.713254901961
168946_1038825,2024,1372.4958039215685
168946_1063825,2019,846.6154901960783
168946_1063825,2020,65.21000000000001
168946_1063825,2021,2028.578823529412
168946_1063825,2022,627.3258039215686
168946_1063825,2023,226.1837647058824
168946_1063825,2024,30.59
168946_1088825,2019,835.1116470588235
168946_1088825,2020,287.17690196078445
168946_1088825,2021,649.9169803921567
168946_1088825,2022,490.1630196078431
168946_1088825,2023,416.8831372549019
168946_1088825,2024,350.1559607843137
168946_1113825,2019,2613.158196078431
168946_1113825,2020,1608.1854901960785
168946_1113825,2021,2656.926235294118
168946_1113825,2022,2155.20694117647
168946_1113825,2023,2308.629019607844
168946_1113825,2024,1886.930274509804
168946_1138825,2019,733.7872156862746
168946_1138825,2020,492.1929411764706
168946_1138825,2021,777.8490980392157
168946_1138825,2022,719.8306274509805
168946_1138825,2023,829.5709019607845
168946_1138825,2024,573.01
168946_1163825,2019,7924.447725490197
168946_1163825,2020,6838.85
168946_1163825,2021,8168.147098039217
168946_1163825,2022,4459.586078431373
168946_1163825,2023,5697.837215686274
168946_1163825,2024,4268.858235294118
168946_1188825,2019,6827.357372549018
168946_1188825,2020,6037.124784313725
168946_1188825,2021,8574.527098039216
168946_1188825,2022,4803.306588235295
168946_1188825,2023,5529.552196078431
168946_1188825,2024,4139.479098039215
168946_1213825,2019,38.934666666666665
168946_1213825,2020,11.31
168946_1213825,2021,59.26823529411765
168946_1213825,2022,2.41
168946_1213825,2023,2.85
168946_1213825,2024,1.62
168946_1238825,2019,277.6970980392157
168946_1238825,2020,7.58
168946_1238825,2021,25.16156862745098
168946_1238825,2022,11.034627450980391
168946_1238825,2023,30.72474509803922
168946_1238825,2024,67.02870588235294
168946_1263825,2019,2517.4793725490194
168946_1263825,2020,1796.3467843137255
168946_1263825,2021,2116.3603137254904
168946_1263825,2022,1852.8875686274516
168946_1263825,2023,2631.89694117647
168946_1263825,2024,1960.4570196078432
168946_1288825,2019,1399.809411764706
168946_1288825,2020,1148.1472156862746
168946_1288825,2021,1900.6154509803923
168946_1288825,2022,1893.591098039216
168946_1288825,2023,2502.205333333334
168946_1288825,2024,985.0472549019609
168946_1313825,2019,1789.6158823529415
168946_1313825,2020,532.7521960784313
168946_1313825,2021,2608.9978823529414
168946_1313825,2022,4354.419529411765
168946_1313825,2023,5222.695333333334
168946_1313825,2024,481.66709803921566
168946_1338825,2019,8964.981647058825
168946_1338825,2020,1988.222666666667
168946_1338825,2021,5380.060313725491
168946_1338825,2022,10522.824431372548
168946_1338825,2023,13445.832627450982
168946_1338825,2024,2367.533568627452
168946_1363825,2019,2837.486784313725
168946_1363825,2020,799.8871764705882
168946_1363825,2021,1800.1287843137254
168946_1363825,2022,3154.922274509804
168946_1363825,2023,4708.327098039215
168946_1363825,2024,1834.8140392156863
168946_1388825,2019,6668.194274509804
168946_1388825,2020,1553.0680392156864
168946_1388825,2021,2976.7936078431376
168946_1388825,2022,4955.195176470589
168946_1388825,2023,9376.657450980392
168946_1388825,2024,2742.212784313726
168946_1413825,2019,17542.598705882352
168946_1413825,2020,5874.177529411765
168946_1413825,2021,9952.715764705885
168946_1413825,2022,8485.019921568628
168946_1413825,2023,12071.112745098038
168946_1413825,2024,5991.273019607844
168946_1438825,2019,20070.32560784314
168946_1438825,2020,3915.047607843138
168946_1438825,2021,8188.662392156863
168946_1438825,2022,10968.266941176473
168946_1438825,2023,14532.161058823527
168946_1438825,2024,9408.40317647059
168946_1463825,2019,24007.20023529408
168946_1463825,2020,9560.742666666669
168946_1463825,2021,13132.612431372549
168946_1463825,2022,15004.3625882353
168946_1463825,2023,20054.60454901961
168946_1463825,2024,13047.050431372556
168946_1488825,2019,28797.97121568628
168946_1488825,2020,16883.327764705882
168946_1488825,2021,23427.87603921569
168946_1488825,2022,25100.17768627448
168946_1488825,2023,27942.7614509804
168946_1488825,2024,24561.185725490144
168946_1513825,2019,36602.874470588176
168946_1513825,2020,40758.951803921496
168946_1513825,2021,36259.56592156854
168946_1513825,2022,36526.46227450974
168946_1513825,2023,40171.72694117639
168946_1513825,2024,37607.40066666658
168946_1538825,2019,39885.99964705872
168946_1538825,2020,43829.69490196068
168946_1538825,2021,43251.37572549008
168946_1538825,2022,42088.16262745086
168946_1538825,2023,44504.24152941166
168946_1538825,2024,46089.06811764695
168946_1563825,2019,44190.965764705776
168946_1563825,2020,47293.37870588224
168946_1563825,2021,47482.47749019596
168946_1563825,2022,46225.79074509792
168946_1563825,2023,46162.36129411752
168946_1563825,2024,46783.73525490183
168946_1588825,2019,47243.72317647048
168946_1588825,2020,48952.71364705869
168946_1588825,2021,48873.9852549018
168946_1588825,2022,48468.349411764575
168946_1588825,2023,49472.15647058808
168946_1588825,2024,49232.00517647043
168946_1613825,2019,59963.99525490184
168946_1613825,2020,61257.14996078417
168946_1613825,2021,60116.817215686126
168946_1613825,2022,60528.992470588106
168946_1613825,2023,60399.81399999988
168946_1613825,2024,59955.72188235281
168946_1638825,2019,56996.78278431363
168946_1638825,2020,59253.242039215584
168946_1638825,2021,57720.43407843128
168946_1638825,2022,58402.46807843128
168946_1638825,2023,57059.01501960774
168946_1638825,2024,58460.1054117646
168946_988825,2019,1185.0181568627454
168946_988825,2020,389.8906274509804
168946_988825,2021,802.0431764705883
168946_988825,2022,866.8666274509804
168946_988825,2023,590.2606274509805
168946_988825,2024,712.2317647058824
193946_1013825,2019,11727.932352941176
193946_1013825,2020,5589.663725490196
193946_1013825,2021,8043.554352941177
193946_1013825,2022,7816.7012941176445
193946_1013825,2023,6055.514823529411
193946_1013825,2024,5373.412078431371
193946_1038825,2019,28373.0377254902
193946_1038825,2020,13530.218784313727
193946_1038825,2021,28196.716431372548
193946_1038825,2022,29892.974274509805
193946_1038825,2023,24237.518784313725
193946_1038825,2024,20516.88643137255
193946_1063825,2019,3180.864470588236
193946_1063825,2020,393.4968235294119
193946_1063825,2021,3766.191882352941
193946_1063825,2022,1443.669176470588
193946_1063825,2023,67.39607843137256
193946_1063825,2024,223.71843137254905
193946_1088825,2019,5445.122274509806
193946_1088825,2020,3351.010980392157
193946_1088825,2021,5123.260156862746
193946_1088825,2022,5571.944509803921
193946_1088825,2023,5919.963921568629
193946_1088825,2024,5304.454666666668
193946_1113825,2019,7355.6669019607825
193946_1113825,2020,5072.592352941176
193946_1113825,2021,6580.337686274508
193946_1113825,2022,6043.756784313724
193946_1113825,2023,8067.941215686274
193946_1113825,2024,7147.069450980392
193946_1138825,2019,530.7788627450981
193946_1138825,2020,295.8372549019609
193946_1138825,2021,542.4641176470589
193946_1138825,2022,472.9703529411765
193946_1138825,2023,472.481137254902
193946_1138825,2024,403.09364705882354
193946_1163825,2019,825.3561960784316
193946_1163825,2020,350.2944705882354
193946_1163825,2021,488.53807843137287
193946_1163825,2022,54.29580392156862
193946_1163825,2023,17.22
193946_1163825,2024,40.99996078431373
193946_1188825,2019,13208.887529411766
193946_1188825,2020,10434.470549019612
193946_1188825,2021,10737.519725490196
193946_1188825,2022,6757.054941176471
193946_1188825,2023,8273.810980392158
193946_1188825,2024,8100.768196078433
193946_1213825,2019,14510.574274509803
193946_1213825,2020,13470.32639215686
193946_1213825,2021,13971.195843137257
193946_1213825,2022,11009.78298039216
193946_1213825,2023,13081.910549019609
193946_1213825,2024,10930.627764705883
193946_1238825,2019,2305.161333333333
193946_1238825,2020,481.9001960784312
193946_1238825,2021,1000.5767450980392
193946_1238825,2022,884.9286666666666
193946_1238825,2023,758.7801960784313
193946_1238825,2024,797.487725490196
193946_1263825,2019,6493.75074509804
193946_1263825,2020,3873.435254901961
193946_1263825,2021,6593.156313725492
193946_1263825,2022,7363.068313725491
193946_1263825,2023,10855.481607843138
193946_1263825,2024,5006.855529411765
193946_1288825,2019,4118.354666666667
193946_1288825,2020,2930.360941176471
193946_1288825,2021,5773.288196078432
193946_1288825,2022,8360.6
193946_1288825,2023,6085.422274509803
193946_1288825,2024,2843.018823529412
193946_1313825,2019,4547.896901960785
193946_1313825,2020,1095.5789803921568
193946_1313825,2021,4560.68737254902
193946_1313825,2022,6022.312980392157
193946_1313825,2023,7970.361137254904
193946_1313825,2024,1782.3431764705888
193946_1338825,2019,10888.491215686274
193946_1338825,2020,4998.645333333333
193946_1338825,2021,7683.838588235295
193946_1338825,2022,13124.298509803924
193946_1338825,2023,15510.15274509804
193946_1338825,2024,6657.412509803921
193946_1363825,2019,4534.098705882353
193946_1363825,2020,3042.971921568628
193946_1363825,2021,4558.82137254902
193946_1363825,2022,4424.149960784313
193946_1363825,2023,6801.500823529411
193946_1363825,2024,2958.3865882352943
193946_1388825,2019,4963.420666666668
193946_1388825,2020,802.7316470588239
193946_1388825,2021,1910.3394117647067
193946_1388825,2022,2464.9917647058837
193946_1388825,2023,3280.7007450980395
193946_1388825,2024,901.4298823529416
193946_1413825,2019,13531.306117647062
193946_1413825,2020,4408.555019607843
193946_1413825,2021,7032.795921568629
193946_1413825,2022,6426.8311764705895
193946_1413825,2023,9131.790470588236
193946_1413825,2024,4653.565882352942
193946_1438825,2019,14808.15603921569
193946_1438825,2020,3028.358901960785
193946_1438825,2021,6627.727843137255
193946_1438825,2022,8323.470823529411
193946_1438825,2023,12819.348470588237
193946_1438825,2024,6358.369921568627
193946_1463825,2019,28953.521764705823
193946_1463825,2020,11929.625450980391
193946_1463825,2021,19041.34662745098
193946_1463825,2022,20443.62603921569
193946_1463825,2023,21133.65239215687
193946_1463825,2024,15112.688196078432
193946_1488825,2019,24356.82784313725
193946_1488825,2020,12470.404078431373
193946_1488825,2021,15263.78776470588
193946_1488825,2022,17871.960196078435
193946_1488825,2023,19247.178078431323
193946_1488825,2024,16030.584352941174
193946_1513825,2019,31592.278941176413
193946_1513825,2020,21876.11521568628
193946_1513825,2021,22183.457294117656
193946_1513825,2022,24161.612705882355
193946_1513825,2023,28286.12941176471
193946_1513825,2024,27782.367803921577
193946_1538825,2019,30628.836078431323
193946_1538825,2020,24877.07717647054
193946_1538825,2021,26665.960745097986
193946_1538825,2022,22573.357921568564
193946_1538825,2023,26481.213098039152
193946_1538825,2024,20874.749372549017
193946_1563825,2019,55143.17094117633
193946_1563825,2020,55216.43243137242
193946_1563825,2021,54241.9250588234
193946_1563825,2022,53163.41988235281
193946_1563825,2023,52800.98031372534
193946_1563825,2024,49706.57909803908
193946_1588825,2019,43857.22360784304
193946_1588825,2020,45364.9245098038
193946_1588825,2021,45252.26717647048
193946_1588825,2022,44647.69117647047
193946_1588825,2023,45701.84427450968
193946_1588825,2024,44817.44717647047
193946_1613825,2019,48387.03199999992
193946_1613825,2020,51375.03627450971
193946_1613825,2021,52761.35721568617
193946_1613825,2022,52074.85149019599
193946_1613825,2023,55447.92611764696
193946_1613825,2024,51751.54141176459
193946_1638825,2019,39060.52188235291
193946_1638825,2020,42700.95031372544
193946_1638825,2021,45383.00749019604
193946_1638825,2022,45633.192431372496
193946_1638825,2023,47234.24678431368
193946_1638825,2024,48804.82027450975
193946_988825,2019,5076.759137254902
193946_988825,2020,3528.597019607844
193946_988825,2021,3834.656
193946_988825,2022,3667.276549019608
193946_988825,2023,3677.503098039215
193946_988825,2024,3569.9012549019617
218946_1013825,2019,27719.181137254916
218946_1013825,2020,23308.95972549021
218946_1013825,2021,24327.364039215703
218946_1013825,2022,22004.738078431372
218946_1013825,2023,23397.4697254902
218946_1013825,2024,20942.64062745099
218946_1038825,2019,18959.734588235297
218946_1038825,2020,10452.01411764706
218946_1038825,2021,20389.162627450904
218946_1038825,2022,19350.052784313702
218946_1038825,2023,12534.1368627451
218946_1038825,2024,15043.493372548995
218946_1063825,2019,28045.14058823525
218946_1063825,2020,14408.453921568627
218946_1063825,2021,31129.02392156859
218946_1063825,2022,18432.582784313727
218946_1063825,2023,11320.794470588236
218946_1063825,2024,12676.14937254902
218946_1088825,2019,9874.724
218946_1088825,2020,5243.592901960784
218946_1088825,2021,10762.268666666669
218946_1088825,2022,6095.233294117647
218946_1088825,2023,4975.033882352943
218946_1088825,2024,4530.52274509804
218946_1113825,2019,17170.540705882355
218946_1113825,2020,13802.958823529412
218946_1113825,2021,15835.217098039211
218946_1113825,2022,13992.585294117644
218946_1113825,2023,17119.087137254905
218946_1113825,2024,14913.500862745095
218946_1138825,2019,1847.8609803921568
218946_1138825,2020,1064.454117647059
218946_1138825,2021,2170.403411764706
218946_1138825,2022,1613.7611372549022
218946_1138825,2023,1559.9472156862748
218946_1138825,2024,1048.7650196078434
218946_1163825,2019,898.8497647058824
218946_1163825,2020,159.11
218946_1163825,2021,205.8456862745098
218946_1163825,2022,212.32003921568628
218946_1163825,2023,86.03529411764707
218946_1163825,2024,234.78800000000004
218946_1188825,2019,24414.646196078327
218946_1188825,2020,23563.877333333232
218946_1188825,2021,24709.618823529287
218946_1188825,2022,22581.103960784207
218946_1188825,2023,23234.679019607724
218946_1188825,2024,20030.61439215676
218946_1213825,2019,35907.7599215686
218946_1213825,2020,33896.54717647059
218946_1213825,2021,35543.57403921569
218946_1213825,2022,34490.20956862745
218946_1213825,2023,35555.13007843137
218946_1213825,2024,34270.75611764702
218946_1238825,2019,29258.83031372549
218946_1238825,2020,26698.990705882352
218946_1238825,2021,27009.500666666663
218946_1238825,2022,28155.85843137255
218946_1238825,2023,28176.44592156863
218946_1238825,2024,27625.301137254904
218946_1263825,2019,16460.351098039213
218946_1263825,2020,14573.024000000005
218946_1263825,2021,17583.959803921567
218946_1263825,2022,17878.21149019608
218946_1263825,2023,18258.95521568628
218946_1263825,2024,13720.505411764703
218946_1288825,2019,8569.893137254903
218946_1288825,2020,6618.601450980392
218946_1288825,2021,10064.313450980391
218946_1288825,2022,14992.796392156864
218946_1288825,2023,15865.601294117649
218946_1288825,2024,9842.52725490196
218946_1313825,2019,6428.818705882353
218946_1313825,2020,4243.130784313726
218946_1313825,2021,10256.793098039216
218946_1313825,2022,15029.20062745098
218946_1313825,2023,14329.13
218946_1313825,2024,8683.456705882354
218946_1338825,2019,7917.809568627451
218946_1338825,2020,4917.234392156863
218946_1338825,2021,10278.13862745098
218946_1338825,2022,13306.72874509804
218946_1338825,2023,14024.6988627451
218946_1338825,2024,8008.800549019609
218946_1363825,2019,2153.183529411765
218946_1363825,2020,1110.297725490196
218946_1363825,2021,2521.987098039216
218946_1363825,2022,3853.484901960785
218946_1363825,2023,4787.771019607843
218946_1363825,2024,1846.9101568627452
218946_1388825,2019,2050.0620392156866
218946_1388825,2020,429.5040784313725
218946_1388825,2021,987.6495686274512
218946_1388825,2022,1970.490274509804
218946_1388825,2023,2163.732784313725
218946_1388825,2024,676.782117647059
218946_1413825,2019,5710.835921568628
218946_1413825,2020,1529.2821568627453
218946_1413825,2021,2424.465960784314
218946_1413825,2022,2933.31537254902
218946_1413825,2023,5327.213843137254
218946_1413825,2024,1610.0358823529414
218946_1438825,2019,10509.506196078435
218946_1438825,2020,2845.4900784313727
218946_1438825,2021,6204.063686274511
218946_1438825,2022,8637.192666666668
218946_1438825,2023,11036.953333333337
218946_1438825,2024,3789.707372549021
218946_1463825,2019,9514.837647058825
218946_1463825,2020,2771.3350588235294
218946_1463825,2021,7334.021254901963
218946_1463825,2022,8255.756392156862
218946_1463825,2023,10450.870156862746
218946_1463825,2024,4770.544392156863
218946_1488825,2019,12391.952901960787
218946_1488825,2020,5222.892078431373
218946_1488825,2021,10689.010392156864
218946_1488825,2022,11646.278352941175
218946_1488825,2023,14350.525921568626
218946_1488825,2024,11112.595686274512
218946_1513825,2019,21704.84396078431
218946_1513825,2020,12986.570862745102
218946_1513825,2021,13949.156980392156
218946_1513825,2022,18308.07250980392
218946_1513825,2023,22040.010470588197
218946_1513825,2024,19483.76729411765
218946_1538825,2019,34995.55784313716
218946_1538825,2020,26932.048509803844
218946_1538825,2021,23842.78333333333
218946_1538825,2022,22435.52721568628
218946_1538825,2023,29902.049058823493
218946_1538825,2024,25136.745450980343
218946_1563825,2019,44756.300156862606
218946_1563825,2020,44926.79768627437
218946_1563825,2021,42933.61160784301
218946_1563825,2022,40690.702117646935
