,Unnamed: 0,tile_id,year,conflict_intensity,crop_change_ha,crop_change_pct
994,994,418946_1438825,2022,0.0,-1348.5820784313719,-24.121672237073543
995,995,418946_1463825,2022,0.0,-364.19576470588254,-3.7313328582760374
996,996,418946_1488825,2022,0.0,50.07121568627372,0.31881589425335477
997,997,418946_1513825,2022,0.0,-1374.4289019607895,-12.46479399776559
998,998,418946_1538825,2022,0.0,-510.50984313725485,-17.177681087389097
999,999,418946_1563825,2022,0.1721511291969562,706.3042352941084,3.9185259220749336
1000,1000,418946_1588825,2022,0.452950305927039,-1228.2185882352942,-19.842438882287084
1001,1001,418946_1613825,2022,0.0,-774.9911372549009,-23.806657828297418
1002,1002,418946_1638825,2022,0.0,-329.8012941176471,-13.844708934817474
1003,1003,443946_1113825,2022,0.0,-46.516470588241646,-0.1363572605427077
1004,1004,443946_1163825,2022,0.0,-878.2367058823511,-4.144237685570628
1005,1005,443946_1188825,2022,0.0,-1110.9772156862782,-5.571624538591047
1006,1006,443946_1213825,2022,0.0,-914.7265882352913,-4.281305046448058
1007,1007,443946_1238825,2022,0.0,-424.9030196078438,-7.954160861465132
1008,1008,443946_1263825,2022,0.0,-853.3094509803925,-33.37552274955253
1009,1009,443946_1288825,2022,0.0,-1467.7540784313696,-14.489357554082083
1010,1010,443946_1313825,2022,1.03221850055081,-684.78470588235,-3.5433592693406513
1011,1011,443946_1338825,2022,0.0,-2989.275058823523,-25.902823846150202
1012,1012,443946_1363825,2022,0.0,-4702.788980392157,-26.946262858305438
1013,1013,443946_1388825,2022,0.0757228533877039,-2675.728117647064,-16.44649426473822
1014,1014,443946_1413825,2022,0.0,-1581.6060000000002,-28.977649778738634
1016,1016,443946_1463825,2022,0.0,-541.9111372549028,-24.78314109933095
1017,1017,443946_1488825,2022,0.0,28.17156862745196,0.9893585033206698
1019,1019,443946_1538825,2022,0.0,-31.444352941176476,-1.2652507672515023
1020,1020,443946_1563825,2022,0.2734954764645541,-913.2605490196074,-5.28058440053043
1021,1021,443946_1588825,2022,0.2316560520380149,-1608.5665882352932,-31.825614235870503
1023,1023,468946_1088825,2022,0.0,1503.8482352941137,3.637606886757583
1024,1024,468946_1113825,2022,0.0,889.1813725490429,2.3233424505971323
1025,1025,468946_1138825,2022,0.0,731.3436862745148,1.8545650931895752
1026,1026,468946_1163825,2022,0.0,-53.013568627451605,-0.17036400220175052
1027,1027,468946_1188825,2022,0.0,-273.1651372549095,-0.9802627019397048
1028,1028,468946_1213825,2022,0.0,-3603.396352941156,-8.93860290822115
1029,1029,468946_1238825,2022,0.0,-1986.6572156862712,-7.5809924705452
1030,1030,468946_1263825,2022,0.0,-1053.449098039213,-10.46062489804589
1031,1031,468946_1288825,2022,0.0,-2025.9676862745036,-7.89594470891426
1032,1032,468946_1313825,2022,0.0,-1923.7064313725605,-6.620317149600496
1033,1033,468946_1338825,2022,0.0,-2138.1222352941077,-15.548974558992445
1034,1034,468946_1363825,2022,0.0,-2647.86945098039,-13.591763260746415
1035,1035,468946_1388825,2022,0.0776833830931097,-2234.199960784328,-9.336362365743312
1036,1036,468946_1413825,2022,1.1905750551926644,-1734.8911372549028,-24.874975758836282
1037,1037,468946_1438825,2022,0.5997618482427056,-1558.710196078432,-30.92613147393729
1038,1038,468946_1463825,2022,0.841516650499425,185.40023529411792,4.456144457129629
1039,1039,468946_1488825,2022,0.0,290.17427450980404,13.17441328149014
1040,1040,468946_1513825,2022,0.3299912445301166,297.4502352941179,17.28429245825298
1041,1041,468946_1538825,2022,0.1055917080114587,-146.90576470588098,-6.949709928548153
1042,1042,468946_1563825,2022,0.9218769956225346,-23.70105882353073,-0.31700877931110094
1043,1043,468946_1588825,2022,1.5489175869258145,-162.73466666666627,-3.5526557405825887
1044,1044,468946_1613825,2022,1.052949798990703,-1179.853254901961,-22.027768030980354
1045,1045,493946_1088825,2022,0.0,447.0092549019537,0.9122437044712939
1046,1046,493946_1113825,2022,0.0,2510.514901960818,8.534328540296121
1047,1047,493946_1138825,2022,0.0,4074.1654509803957,13.540130514483195
1048,1048,493946_1163825,2022,0.0,1345.4144313725737,4.434259574754451
1049,1049,493946_1188825,2022,0.0,-1124.0419999999904,-3.4955163835951764
1050,1050,493946_1213825,2022,0.0,-3504.8910196077304,-11.625092528708535
1051,1051,493946_1238825,2022,0.0,-3667.6413333333003,-10.40020888033406
1052,1052,493946_1263825,2022,0.0,-2641.2315686274524,-11.233504478611401
1053,1053,493946_1288825,2022,0.0,-2897.7615294116913,-7.90614443058637
1054,1054,493946_1313825,2022,0.0,-1999.446666666634,-4.436802330505296
1055,1055,493946_1338825,2022,0.0,-2816.664431372543,-17.75331250317539
1056,1056,493946_1363825,2022,0.0,-1646.5433333333349,-14.650413638604853
1057,1057,493946_1388825,2022,1.4562443003515304,-460.2699607843151,-4.0345615293197135
1058,1058,493946_1413825,2022,4.468270951001057,-2833.995450980394,-22.778691729758872
1059,1059,493946_1438825,2022,0.6032170370675385,-2527.31462745098,-28.601337807998494
1060,1060,493946_1463825,2022,0.8511450523251487,-152.13203921568675,-3.305912168953684
1061,1061,493946_1488825,2022,0.0,173.84392156862305,1.9935197544256766
1062,1062,493946_1513825,2022,0.4130357467997451,1604.5632549019592,14.648532181479235
1063,1063,493946_1538825,2022,0.0875158703579613,93.30858823529388,2.7236348675500954
1064,1064,493946_1563825,2022,0.4283071657039057,417.45694117647054,6.79563089752353
1065,1065,493946_1588825,2022,0.4774339285407993,850.9733333333334,7.028931744133748
1067,1067,493946_1638825,2022,0.0,-1808.0279607843213,-18.996254020866242
1068,1068,518946_988825,2022,0.1624006445423017,-1619.1645098039226,-3.1542132136885837
1069,1069,518946_1013825,2022,0.1481277883783051,-27.47019607841503,-0.06579189868127777
1070,1070,518946_1038825,2022,0.0,1469.8776078431765,3.313164105500954
1071,1071,518946_1063825,2022,0.0,708.313803921541,1.1851256628061302
1072,1072,518946_1088825,2022,0.0,-362.36733333332813,-0.7109717168779506
