,tile_id,year,conflict_intensity
607,418946_1463825,2021,0.0
608,418946_1488825,2021,0.0
609,418946_1513825,2021,0.0
610,418946_1538825,2021,0.0
611,418946_1563825,2021,2.9496110146056087
612,418946_1588825,2021,3.3778306190640137
613,418946_1613825,2021,0.0
614,418946_1638825,2021,0.0
615,443946_1113825,2021,0.0
616,443946_1163825,2021,0.0
617,443946_1188825,2021,0.0
618,443946_1213825,2021,0.0
619,443946_1238825,2021,0.0
620,443946_1263825,2021,0.0
621,443946_1288825,2021,0.543620956904833
622,443946_1313825,2021,17.068459708275366
623,443946_1338825,2021,6.60639856564173
624,443946_1363825,2021,0.0
625,443946_1388825,2021,0.7572285338770397
626,443946_1413825,2021,0.0
627,443946_1438825,2021,0.0
628,443946_1463825,2021,0.0
629,443946_1488825,2021,0.0
630,443946_1513825,2021,0.0
631,443946_1538825,2021,0.0
632,443946_1563825,2021,3.1923449755369644
633,443946_1588825,2021,2.0763747074646957
634,443946_1613825,2021,0.0
635,468946_1088825,2021,0.0
636,468946_1113825,2021,0.0
637,468946_1138825,2021,0.0
638,468946_1163825,2021,0.0
639,468946_1188825,2021,0.0
640,468946_1213825,2021,0.0
641,468946_1238825,2021,0.0
642,468946_1263825,2021,0.0
643,468946_1288825,2021,6.6953006532195
644,468946_1313825,2021,9.00600483183369
645,468946_1338825,2021,7.735751305895238
646,468946_1363825,2021,0.0
647,468946_1388825,2021,0.9761158918768632
648,468946_1413825,2021,1.8247264524666966
649,468946_1438825,2021,0.4566644389723352
650,468946_1463825,2021,0.5674620233496601
651,468946_1488825,2021,5.796529643362332
652,468946_1513825,2021,0.8052232885336161
653,468946_1538825,2021,0.5807543940630231
654,468946_1563825,2021,2.7709919125995754
655,468946_1588825,2021,0.7413577553239589
656,468946_1613825,2021,0.0
657,493946_1088825,2021,0.0
658,493946_1113825,2021,0.0
659,493946_1138825,2021,0.0
660,493946_1163825,2021,0.0
661,493946_1188825,2021,0.5827166229198184
662,493946_1213825,2021,1.1802660353519796
663,493946_1238825,2021,0.0
664,493946_1263825,2021,0.4672426178270356
665,493946_1288825,2021,5.197441074735249
666,493946_1313825,2021,5.057095215158242
667,493946_1338825,2021,5.049103095316758
668,493946_1363825,2021,1.1411564769833946
669,493946_1388825,2021,2.1354259497802213
670,493946_1413825,2021,6.54282532110869
671,493946_1438825,2021,0.5824436459653795
672,493946_1463825,2021,6.513100372741457
